rowguid,ModifiedDate
{CD81525801FA4BDCAB4C574ED5755FB8},20171213 13:22:30.540000000
{0806F46DF18648F1BE9DBE4D27CC6F6A},20171213 13:22:30.587000000
{787F96E307F0408F88282E3F44B0A093},20171213 13:22:30.647000000
{B0EECA60EC1A4161B95ECE2CFBB56CBF},20171213 13:22:30.693000000
{26459FB7C1A14F709B3F609E31C43216},20171213 13:22:30.740000000
{69F1B9B29FC6422A9915E2C9204F43D6},20171213 13:22:30.803000000
{7CEFD3D713B44663A1A1D795E9A90B47},20171213 13:22:30.850000000
{A97CAEE83A924B88AE73EE395F76DA52},20171213 13:22:30.897000000
{16A0557B701148458D0970C25E594E74},20171213 13:22:30.960000000
{A47D9896DD8D4E21B6193E387D2663FE},20171213 13:22:31.007000000
{AE208F35A1D949B5BB607AEE2F4FB71E},20171213 13:22:31.053000000
{35447863BDCA4EEF97BFF51285B7C3A3},20171213 13:22:31.117000000
{E867644B2ADB4C479127B7CD3D56F81D},20171213 13:22:31.163000000
{D73593019A9546DBA1FF98F69A22814B},20171213 13:22:31.210000000
{8AC365693A1B4830BB2A23185D0A52EA},20171213 13:22:31.273000000
{2C58EBE6A9A24B9E871B97C4087BEC68},20171213 13:22:31.320000000
{39A00C4DC35F4C55922ABE8D7DB81F50},20171213 13:22:31.367000000
{2D1E7CE6CA8F443E886E7C9C55B857C7},20171213 13:22:31.430000000
{C5107DE32E664188AD7A4A838128782E},20171213 13:22:31.477000000
{06C50744B3304F29A5B0384937F9CF83},20171213 13:22:31.540000000
{63C2FC82307E4D1B89BF2996DF7E3246},20171213 13:22:31.587000000
{2FD38E2F63104F6ABA39128FDB3BA265},20171213 13:22:31.663000000
{A4A5C68931BD4F37BDA37F6719D3406A},20171213 13:22:31.710000000
{8762F94335A041F0B4196A258F234764},20171213 13:22:31.757000000
{05B3225A7F72498C9E4BFFAD98C2E062},20171213 13:22:31.803000000
{58747C32DF9446C39E9195185AF6B815},20171213 13:22:31.867000000
{109F137F8A0C45F2B6A5D2C05FD31F49},20171213 13:22:31.913000000
{7BC7FF6D4F6D4B50A34247F5B26BCA93},20171213 13:22:31.960000000
{79A3522C8A5541E9A74A39C5B502B892},20171213 13:22:32.023000000
{89506609C4824C448E8E77B5A595E9E5},20171213 13:22:32.070000000
{D9E9AA7D716E4D728892AB2F866C075B},20171213 13:22:32.133000000
{E9EF8407BCE74CBDAF2E9912375BB8D7},20171213 13:22:32.383000000
{260AEE5A3E964C0894277B2FB9F7F360},20171213 13:22:32.430000000
{F5FEE30BCE29497184E864FD7885AD60},20171213 13:22:32.477000000
{DE85DE3DA86E47EEB27885DF7FB8D630},20171213 13:22:32.540000000
{3B5DBBE91336422D8AB76261D3F0FD92},20171213 13:22:32.587000000
{4B38D424243F4772A60F86BDC13029A5},20171213 13:22:32.647000000
{7209B15C497041978F3EFF4CCE82DAA0},20171213 13:22:32.693000000
{B33FD3E56BCC43EAB3CF8E15439E3139},20171213 13:22:32.740000000
{1DBD7E504CF549E299BD923C6FF01435},20171213 13:22:32.790000000
{01E6C37C896E4AC6BAE0D35798C966D3},20171213 13:22:32.850000000
{0DD4B47FAB2846668DF698B8C440EDAE},20171213 13:22:32.897000000
{EE51034228314A469BA80D9C0F9831B9},20171213 13:22:32.943000000
{15DF775C9529489D8E350D21E80836C7},20171213 13:22:33.007000000
{92405D35A4C9486CA2D86ED7F9524293},20171213 13:22:33.053000000
{A9CE3B3247A34A369D65E9BD859DB7B6},20171213 13:22:33.100000000
{2FF65E21191B4729A2B8141ECB3950A7},20171213 13:22:33.163000000
{7C17136746AB453C8B3E40EF96B629D0},20171213 13:22:33.210000000
{543BBF632F3E4B029271B027C5EB1805},20171213 13:22:33.257000000
{79AC5A2A0832423687A2A41B35B93C64},20171213 13:22:33.320000000
{E1D3D6F95B3949A1B6A102F69D4B35B0},20171213 13:22:33.367000000
{8158FFEA7E934D3FA354B4947BFC4D33},20171213 13:22:33.413000000
{724A01B0A22E446EB00FF2B83B08BAB6},20171213 13:22:33.663000000
{BADBFEA2263C4119945BB281633C5A61},20171213 13:22:33.867000000
{8BC5B222E92243E7BE82CC548B42DBFB},20171213 13:22:33.930000000
{1DC0C9914CE045B5B8A079A9328A974D},20171213 13:22:33.977000000
{B66DFA5F3291475BBEF51A25BC52CF4B},20171213 13:22:34.023000000
{8B2897BFA0954F33BFD3E120808E6DDF},20171213 13:22:34.087000000
{CDDCBE7875364FFD9C69AE529E07AD41},20171213 13:22:34.133000000
{FC614ED938EF4625A706B9CEEFE69ED3},20171213 13:22:34.240000000
{BB02EB54BFF94CFC83C7640CFB0AE0FD},20171213 13:22:34.290000000
{AFB1A349AEA340EFB0495C0F03D8170C},20171213 13:22:34.337000000
{D9378CE841B7464B95D6362935225114},20171213 13:22:34.397000000
{B1AA1A6C85B1426285BF5EA327205A2E},20171213 13:22:34.443000000
{100CA8A9B01F498D9B90B4818873890B},20171213 13:22:34.490000000
{1372007E3BE24439B789E2D5D4C80F00},20171213 13:22:34.553000000
{4B231D6E7C2F49FEAD7641EE68BFBA1E},20171213 13:22:34.600000000
{74E5F1D3BF3E4351999420A8DA9FE136},20171213 13:22:34.647000000
{A72D5088FD5F4827871A70FF344BD23C},20171213 13:22:34.693000000
{92B7EC2DC9A64F05B7AA2F5B6698DE19},20171213 13:22:34.757000000
{C13C5836522540A3B1BC5AAE6DAB1627},20171213 13:22:34.803000000
{3747935D8CC54C649915877399E157B9},20171213 13:22:34.850000000
{766E05776A8246B8A4A40B4CE81176E2},20171213 13:22:34.913000000
{063B610603684D8693A15CA6E6841204},20171213 13:22:34.960000000
{8327D83AD40E40DA96125A0F4DDC8E97},20171213 13:22:35.023000000
{18828D1D3B2642C6ACC80F32DD290FFF},20171213 13:22:35.070000000
{DE85455D7D7646F0A66967F1C1A431ED},20171213 13:22:35.117000000
{549AFADCB3334C02834FBA830599942B},20171213 13:22:35.180000000
{6BA99DB9BA9044A0A685A9020C46BC1B},20171213 13:22:35.227000000
{978F729583584B4EA4539C49893389AD},20171213 13:22:35.273000000
{C61AFE692B55482EADA40635721BB5E4},20171213 13:22:35.337000000
{008CEF72BE444EEC9AA9CD2C1C363337},20171213 13:22:35.383000000
{0E0FF2C9CFC049729C697E4A00B749DC},20171213 13:22:35.430000000
{058BCF0882104EDA9CC5A74BEE6E0D09},20171213 13:22:35.490000000
{829D60DAF14C43D3803A441023AC9213},20171213 13:22:35.540000000
{3AC354B97F884E17B9B84853A9AF25B0},20171213 13:22:35.587000000
{DF1231E5C2C34774A3A0D9325EAA9EC9},20171213 13:22:35.633000000
{5D4A0DC305A3413ABABBA532EECC822E},20171213 13:22:35.693000000
{EDC55C34423043DE8763AA6CDC1C7D7D},20171213 13:22:35.740000000
{D9053D7E4DD441CFA7A43CC4F7D1E0BE},20171213 13:22:35.790000000
{97BAC8564670464F8ADAD24B199B55E8},20171213 13:22:35.850000000
{BEF1A0F597B548AAAB2C38F5898715F4},20171213 13:22:35.897000000
{EF837D11273B41CDA1BF09A0CCC6393C},20171213 13:22:35.943000000
{AC6BE95D39694E53AD8CD98AB356ED59},20171213 13:22:36.007000000
{9A5FD26A7E9948FAA26D9F543F5AA87D},20171213 13:22:36.100000000
{D9B16E588E054329875E5D4DCD2A57F1},20171213 13:22:36.163000000
{420293610110416D88B8A1E40F0C5E71},20171213 13:22:36.210000000
{4BDF716A1721489BA9A82FB68C599FEF},20171213 13:22:36.273000000
{DEA30B8BD155404C9AECBA2A2885342A},20171213 13:22:36.320000000
{8053871F7D8F4961AB1C7A8D422049A2},20171213 13:22:36.383000000
{D7B4F4187750488FAEEF924286808718},20171213 13:22:36.430000000
{8A73534740554DCF8244FCE786E05879},20171213 13:22:36.477000000
{292228B959B14FCAB99C789609A00EAA},20171213 13:22:36.523000000
{B8E904E6EEA9457AAB27E27ED28B25B4},20171213 13:22:36.587000000
{25B7605ACA0149D6AACC5C6F3F6A2204},20171213 13:22:36.633000000
{940F861B402546E39174C6CBFBA0FAED},20171213 13:22:36.680000000
{071935CC729A457D94E582BF49908441},20171213 13:22:36.740000000
{F1FD8DF77FD7487B996C75EC45D0454B},20171213 13:22:36.790000000
{5552E9BE44284DF59590F3A653F9DFC1},20171213 13:22:36.837000000
{D4D5DF7FA8FC492FA793DBA2FA42504F},20171213 13:22:36.897000000
{44897E88ABC94F15956F89D8ABB55A8D},20171213 13:22:36.943000000
{F75A42BD5A4F464C924E60F4548EF17F},20171213 13:22:36.990000000
{CBEC6945C7DE408B8B6015D0FB2CB434},20171213 13:22:37.053000000
{613DE21710CF43C784ABC232BBE0A752},20171213 13:22:37.100000000
{4745B2211F3C4938923AD1DDD742A9DC},20171213 13:22:37.147000000
{1C6262C9D7B0477B9BC3643538F5B53C},20171213 13:22:37.210000000
{D0BE8CB73A5645778E6150405BE22864},20171213 13:22:37.273000000
{E21D3E80A84B447BB43E16F799A3AA7D},20171213 13:22:37.337000000
{3B6AB23C36114059A15D1D44905AE663},20171213 13:22:37.397000000
{91E41090B81C4D79B0F050A79419A3A2},20171213 13:22:37.617000000
{7C718021B8BA45B39890F6CFCB5328E7},20171213 13:22:37.727000000
{5C8D55853BB348319BBE013C402422B9},20171213 13:22:37.773000000
{6D0AA24C353543D787FEC2B3F76D392D},20171213 13:22:37.820000000
{017E0F9E15C54C7C8D105D8708A14EA8},20171213 13:22:37.883000000
{24D8B926237B4D1284065D47579903E2},20171213 13:22:37.930000000
{154E3B7537EB4D5EB3C388C5D1931D7F},20171213 13:22:37.977000000
{7C85C89C493C4936A3019C89216FE333},20171213 13:22:38.040000000
{4FE4AD17758543B0BFD221C6B002D722},20171213 13:22:38.087000000
{398F7809C0394B18A43C0181129EEF3A},20171213 13:22:38.133000000
{02D8EA51AF604CC89333174E1ACE15B7},20171213 13:22:38.193000000
{726D4E06183D4F81B70CFD66434B8584},20171213 13:22:38.240000000
{BCC934B4C6AF4E829D3A3FFBE2A654E0},20171213 13:22:38.287000000
{34DA975A5E924069BCDFD2DECDC45BD0},20171213 13:22:38.350000000
{5BE5A77A752E410D9405C28D6F3A9E44},20171213 13:22:38.443000000
{33CEAC54EBF3498C97819B3D71E63ADA},20171213 13:22:38.507000000
{97B2F4215CAA435FBC1CEED6984BA642},20171213 13:22:38.553000000
{4EC7DB55E7F84812B2ADE406B850426D},20171213 13:22:38.600000000
{0EFC3D4DA03E4CC48A2E521104450A5A},20171213 13:22:38.663000000
{6317474406D9497AA4E8399878FF101D},20171213 13:22:38.710000000
{969EDAED2C7C4F56B594753AA0DD723E},20171213 13:22:38.757000000
{ED5BA517928244588B41CA5CEA1670CB},20171213 13:22:38.803000000
{42A251CAA12E48B49CBA583E6F42C1A4},20171213 13:22:38.867000000
{CD8D4426B13B4BF8A92E0A6A5893573E},20171213 13:22:38.913000000
{573A39FDF11246F593291C5359AAB9F7},20171213 13:22:38.973000000
{7F40D3961E1E4AD5A6AC557B1FA7653C},20171213 13:22:39.020000000
{76945ADE5499401382715E2977586DB4},20171213 13:22:39.070000000
{E449A9DE771B44198B020D078B2E7ADA},20171213 13:22:39.130000000
{86D423700E7D4F7A9FAC05B8AB205FB3},20171213 13:22:39.177000000
{3C92F4C4E7EB4EDB9377F23C30603B29},20171213 13:22:39.223000000
{74DD56C2A39E4AE891459D5F9073D6E8},20171213 13:22:39.287000000
{C66F8D4ECF314D4B8600E76D6D4604C0},20171213 13:22:39.333000000
{B777A755E389459281EB8CB58511FCE7},20171213 13:22:39.380000000
{BD86B60AD19C422A860DE8C2B90D6CC9},20171213 13:22:39.443000000
{8B037F980EF94E0A9B79E3C50BD3F0C5},20171213 13:22:39.537000000
{783486FC040F4298BD854D2D29CE8F25},20171213 13:22:39.600000000
{B236063C459F4E909B76108B781F18E1},20171213 13:22:39.663000000
{7551B95AA2664DFCB260248031C16AFC},20171213 13:22:39.710000000
{7905FE0674BE4079BE0701CAF15A22C0},20171213 13:22:39.757000000
{B8843E370B0E49D3A15651D2F689CDB7},20171213 13:22:39.803000000
{BE4398D5412C48BEBEF41F2241408AE5},20171213 13:22:39.867000000
{034030E73400423781681C4F115A71E8},20171213 13:22:39.913000000
{A01957B0538C453B8D9088EE4870BE5E},20171213 13:22:39.960000000
{2B7C65B9945042B0BCF0A98646F7708B},20171213 13:22:40.020000000
{D38F5D255B744497A83DF078B89F6F48},20171213 13:22:40.070000000
{D03031E070144D0993A7EBFAE29280CD},20171213 13:22:40.117000000
{446DB0807B7B4A78A0C68219F5B09537},20171213 13:22:40.177000000
{0547F38F7C7C43DCBE440E599A06897C},20171213 13:22:40.223000000
{B37C308072164B51ADD110CF0143AEDF},20171213 13:22:40.270000000
{6B87D7515E474883A6B9949C137A2DCC},20171213 13:22:40.333000000
{6B95F3F7D8134F2C80B9876706DC2A92},20171213 13:22:40.380000000
{FFBD41F452A14ED2B60A2AF64722B25B},20171213 13:22:40.427000000
{4C0664C719664CDC8CB34893186A11F7},20171213 13:22:40.490000000
{CA09FDC3614E4FE18C256A001D076DCF},20171213 13:22:40.537000000
{9C725B144B3443DFAEE7437A9D19FAA5},20171213 13:22:40.600000000
{FF8806866E8D46DFB55FE13CEE06561C},20171213 13:22:40.647000000
{6835A02D44F44AAEBA944D0F2FABB3A8},20171213 13:22:40.693000000
{1E7E111DE3E94535B52DD89F90EA5A29},20171213 13:22:40.740000000
{D6724648FD364CA0AC147F38BB903184},20171213 13:22:40.803000000
{3B51BCFE48194DCD8592CA583A307AB5},20171213 13:22:40.850000000
{62B9B742DC0F4884B6F120803AC6B346},20171213 13:22:40.897000000
{A550392F0D81462E84191E58BF6F1454},20171213 13:22:40.960000000
{CDA83C11D6EB4DF49370FAEB755A4E11},20171213 13:22:41.007000000
{F49306D7FD544408BD7190D5A95D9FEC},20171213 13:22:41.053000000
{57795C5D3F5242DF886FB9DBD8B7CC5C},20171213 13:22:41.100000000
{D2BEB51DB7374C54A979DC3BCF9CC92C},20171213 13:22:41.163000000
{BAD0BC0DC0D24D40B03F51242D50807D},20171213 13:22:41.210000000
{3D16A168915F4984A271F78BB7493F01},20171213 13:22:41.270000000
{CAA02ACD287E407B8C6BFD3F2B2139B2},20171213 13:22:41.320000000
{FCE21E1F5FB64C079C356180971E97D3},20171213 13:22:41.367000000
{E66F09E4451741C9B3F9C9A44A9C7A85},20171213 13:22:41.427000000
{E46568BF0C644C37B79ECCE9EFE4DC8D},20171213 13:22:41.520000000
{DDD8F1E100074D7E9B5EE0D09A19BB5A},20171213 13:22:41.583000000
{13FF7CD64FE04562990335E81AEA5841},20171213 13:22:41.630000000
{3531FEF040444899BD620452F5624C6B},20171213 13:22:41.913000000
{D8DF4A73D9464D70B768DE48BC29FD4F},20171213 13:22:41.960000000
{244A4FDFF700427BA13AC28892CB70AE},20171213 13:22:42.007000000
{908304E9B1CA4D32B44618323FB68EC4},20171213 13:22:42.070000000
{20385785E9934C7C82924D8D9C3BD394},20171213 13:22:42.117000000
{CC7B27B31E474217AE137B583C1FD888},20171213 13:22:42.163000000
{ACF6057A0EA04FE1AE10892C704DFDC2},20171213 13:22:42.223000000
{F0064EA9BA774144A598C780960D8B89},20171213 13:22:42.270000000
{A6BEC49E43084C448DF10E9A658C6DC7},20171213 13:22:42.320000000
{E1F87537169B48D4BB2097F0324A71A7},20171213 13:22:42.380000000
{3EDF86B7F6E34A4A888DD15B3F0B24D1},20171213 13:22:42.427000000
{CA1E8B7618F040E1A91908021E4786E8},20171213 13:22:42.473000000
{5ECF1739180C45D59903041E33018934},20171213 13:22:42.520000000
{62C93906622E45E397A3EC7C33B61EB7},20171213 13:22:42.583000000
{DEADEC6939E643FE98FE8E20985ED5FF},20171213 13:22:42.630000000
{203447415BA44371A0A1B10C15B2E78A},20171213 13:22:42.693000000
{B6645260C14F4708BA58188E81F0FA21},20171213 13:22:42.740000000
{2FA0168FB5E848D6984515EC2FC00787},20171213 13:22:42.787000000
{2E2435FF0E554294904EFFA35CF6391A},20171213 13:22:42.850000000
{B96803ADF92D4B03AC0ED731698BB9D8},20171213 13:22:42.897000000
{1A9EF1CB94214F47B54505E5FB17636F},20171213 13:22:42.943000000
{52FEF573661441F5B0678ADEB04F3248},20171213 13:22:42.990000000
{2627298FC8DB4041A3F79393C75A3FFB},20171213 13:22:43.053000000
{889318EEFF9247C1B6FFDF5CE954DAB5},20171213 13:22:43.100000000
{FF8177A1184D4FFD81199E52D0143399},20171213 13:22:43.147000000
{73E1B3F0226E49E89D115AE4B953DC4C},20171213 13:22:43.210000000
{BF82B464EF934DC392A05A5B3EEF1288},20171213 13:22:43.257000000
{734CAACFCCFD458FA0DF9E987F4F61F1},20171213 13:22:43.303000000
{099CA1C02D694A6BAB793C552064C1E2},20171213 13:22:43.367000000
{3A229C418FBB432F9FC5DC285D071D10},20171213 13:22:43.413000000
{B1A67A4DC04944A58309E9F0CE09B8B4},20171213 13:22:43.460000000
{05851A273A8D4FEB88F2F7969C76B3CB},20171213 13:22:43.520000000
{D067E3C557C84DFFAF080E96D82F0E1D},20171213 13:22:43.570000000
{8C077FD5EA404012B8BB9C8286CBE9B6},20171213 13:22:43.617000000
{1606D105D88646BD947CB8AF12F94A29},20171213 13:22:43.677000000
{50C4A1A4F69E4C898D70CC79E59C723F},20171213 13:22:43.740000000
{BF4FA0D6551041C7A0BE7EEEF573685B},20171213 13:22:43.897000000
{E96CD660A7074E8FB643E4787DB241FE},20171213 13:22:43.960000000
{AD99FC37223A4D79A0002B084349486F},20171213 13:22:44.007000000
{2242B3BAD8F049D7BD56A861A581554A},20171213 13:22:44.053000000
{7AEE448B191E46F58ED6483FFB816C60},20171213 13:22:44.100000000
{D10A5D49C8AB4A7F8A24BFA2BF653653},20171213 13:22:44.163000000
{6D98C881620F489EA7CC971419C55851},20171213 13:22:44.210000000
{E5ED7848B92044D7B304726DBC095ED7},20171213 13:22:44.270000000
{8FBC4D7FB1D5417A9595DB515D06F7C3},20171213 13:22:44.320000000
{5FF867F8D19D4DB6A646492FF5B0BB1C},20171213 13:22:44.367000000
{1B688A388AE24205A2BF6CE16E0E11A0},20171213 13:22:44.413000000
{78F3B2E6DE5E42A1B293B783AD39033F},20171213 13:22:44.473000000
{4C9DE52B64FB4CE9A6D928A2F84A704E},20171213 13:22:44.520000000
{20F8D57408E54FE19660AE5C876F8B08},20171213 13:22:44.570000000
{9203CEA1C17B4805BE6C1252EE55BE4C},20171213 13:22:44.630000000
{2180B3F60A4A4E4D82B2CFD2E639F78D},20171213 13:22:44.677000000
{C9728E1F3FC547F3BBE627E063F1A1FE},20171213 13:22:44.723000000
{28D71702FB064631A5F30258133E9BF0},20171213 13:22:44.770000000
{79F92203325845BE9FB117FF753DFC3A},20171213 13:22:44.833000000
{681B4D60F47A48AA860FA1D658A64BF5},20171213 13:22:44.897000000
{7C06B78F4208435D96259F981D00EB7C},20171213 13:22:44.943000000
{D602A97FC33748E4ABBBF7D2BFF2B8BC},20171213 13:22:45.083000000
{40AD41F1CAC24E7085852CEAA95ADCFB},20171213 13:22:45.130000000
{080EB1E6159E4DE59300B2A2F80A096D},20171213 13:22:45.177000000
{C0C8B8AF5E524D82B50B0E18E5F9939F},20171213 13:22:45.240000000
{4F22917F642549F3AC401B38D3B5E5A5},20171213 13:22:45.287000000
{70266ABA3427458898E45FFE44716791},20171213 13:22:45.350000000
{8816C524CF864C25922599C38449812E},20171213 13:22:45.397000000
{83A5C43589214EF6895E99B8B1E2DBD5},20171213 13:22:45.443000000
{7AB7BFB5746F450195EF15E32FD16EA1},20171213 13:22:45.507000000
{859138F38FFC452C8EBD7A012D2ED1CE},20171213 13:22:45.553000000
{5C4E63FC432541FBA9B3632AEE4B75D2},20171213 13:22:45.600000000
{D0B67F5464D447F88DB72640FDEE03DB},20171213 13:22:45.647000000
{1DCFC6A1605F4B0B8B62C4B3A2063BFC},20171213 13:22:45.710000000
{B8F3E8A6C5DC4B60B459905ABC4BD7F1},20171213 13:22:45.757000000
{7BC7EC6F644147BB9A63B356380EC244},20171213 13:22:45.803000000
{A7B20DBEFC08443E8FC21CFD057338B4},20171213 13:22:45.867000000
{C096FD010073421F9B5C8D48D7581965},20171213 13:22:45.913000000
{82D721EF63C34FB8B9D359787D7AA7F4},20171213 13:22:45.973000000
{3F87399A175449878CE84F8EE2A4EE3F},20171213 13:22:46.020000000
{DFDCF4974BBE468A8C47AC26A6DC5C04},20171213 13:22:46.070000000
{E81CBB85CC3248958B663FB9903F29B9},20171213 13:22:46.117000000
{C9B38A49F8DB494ABEB047E3031286BD},20171213 13:22:46.177000000
{657222E9425C4ED7AA1C292343848FB6},20171213 13:22:46.223000000
{A256C0AD3D60400E84192FEE6C457AE9},20171213 13:22:46.287000000
{045D063152574809BEF7743649408FA6},20171213 13:22:46.333000000
{354F5F0323884BE6B68EE0446275D779},20171213 13:22:46.380000000
{129E6CE67B31401693378D69B4A9AD0C},20171213 13:22:46.443000000
{EEAA7022DCB04EFD89B6D7BFD4C534B1},20171213 13:22:46.490000000
{188AEE1FF4D448998EC7391DC79A7698},20171213 13:22:46.537000000
{B833D46EF0CD447686B4C78515801F06},20171213 13:22:46.583000000
{E0A017859C584E3296CA7983710DC27B},20171213 13:22:46.647000000
{1A27A916DFFE4E18AD7305C8F74B5F7D},20171213 13:22:46.693000000
{1A48209B2E584145BAB522E7D5781002},20171213 13:22:46.740000000
{24BD6DF371654B12808629EF639F7656},20171213 13:22:46.803000000
{668ECFB38A65400BB665FBB469C4716A},20171213 13:22:46.850000000
{E7EEF4168EA54C7F8CEAD3C28B2580BE},20171213 13:22:46.897000000
{E0795E42502E4621ACF816BF9E18D71B},20171213 13:22:46.960000000
{E7B7491D6F4C41A38103A798AC3A780F},20171213 13:22:47.007000000
{D0DE5F5AD9F04061B966205EB1E3C713},20171213 13:22:47.147000000
{E880E7A0243C41D5A6073AAB22543B19},20171213 13:22:47.193000000
{3AB903F6D5AE47FA9A76E263BE72C11F},20171213 13:22:47.257000000
{A1879DAC37E94E9694F0A4896740D198},20171213 13:22:47.303000000
{94BE086DB5814527A69D0274F9871157},20171213 13:22:47.367000000
{F6945D429A744A67BC2E8E98014DAF4B},20171213 13:22:47.427000000
{3FED1DBAF4774E8FBB76FA13C498D989},20171213 13:22:47.490000000
{6F61CDA2B8AC42C9BE01431A0A0C6437},20171213 13:22:47.537000000
{8077018121394BE7B2E3C2745F63C8B3},20171213 13:22:47.583000000
{C445EF09DC194B40B67133DEBF779218},20171213 13:22:47.647000000
{BF883D7916904286A94DBF79D452E872},20171213 13:22:47.693000000
{6BB564284FF6470C8EE4C32434DDE924},20171213 13:22:47.740000000
{E7E8A165447D4E8A8D84734DDB9C68DD},20171213 13:22:47.787000000
{02BFF1A0086D48D085E04D720E62CBB0},20171213 13:22:47.850000000
{AF0EC35A2EF0497BB93189A968372B01},20171213 13:22:47.897000000
{756B9BF97E244E9B9027B7D3E4C15C93},20171213 13:22:47.943000000
{8C3BF8AD9D154BBB8507A9A2A4887CE9},20171213 13:22:48.007000000
{2A84A937B9CC4D0B8118A5FE38EE77AE},20171213 13:22:48.053000000
{717E8624A4E8439EA836813E8EE911CA},20171213 13:22:48.100000000
{7CE5F490A91E4E42AB33FDF4FF92ABC5},20171213 13:22:48.147000000
{B2748CE621D641BD9D46F68902DED38A},20171213 13:22:48.223000000
{1B41B3B0740D498F83BE5C46A0D80DB5},20171213 13:22:48.270000000
{0ADE78198D4A4677A3A4882846D0CCEF},20171213 13:22:48.320000000
{BC224377097941BFA1FD2E02EEBF125F},20171213 13:22:48.367000000
{E858669D7FA74B33B5557179BD4FAB68},20171213 13:22:48.427000000
{94532942BB494211B0C691DB6AB06FB0},20171213 13:22:48.473000000
{E0FDCBF22255412580D6048335E2FC88},20171213 13:22:48.520000000
{88FC6E72CC81424FA14E9B2F6BBBB9CE},20171213 13:22:48.583000000
{6903023A82544AF5BA033B0349BE6C16},20171213 13:22:48.630000000
{695E7B79DD2E40EEAFD73937AAD859AD},20171213 13:22:48.677000000
{43156893801B48359E1DE587E810FA87},20171213 13:22:48.740000000
{6FB99B2BD2A44BD6A26558C6AF7F1756},20171213 13:22:48.787000000
{1F099BBC7E2F45FB81FE8521495A67DA},20171213 13:22:48.833000000
{FFE4BDFC51B2485D90BA76151040E641},20171213 13:22:48.880000000
{3883863A564147C4920CB07DB4C4064C},20171213 13:22:48.943000000
{10D4FD98BCF24D24AA09BA4BCF18CEE2},20171213 13:22:48.990000000
{9BC595BDE9D94F958713C6489FCE59C6},20171213 13:22:49.037000000
{7926A7906A7B411C8C095DFF4B3AF6BE},20171213 13:22:49.100000000
{D73348DAF4BC45AE9D4DC499E1B47328},20171213 13:22:49.147000000
{6150E026FACF412E8F81F05C7DB2019A},20171213 13:22:49.210000000
{69CDB7631B8D435F935937EBCB71A4F8},20171213 13:22:49.350000000
{592F2B04822C4BD8B758E0DA491C626C},20171213 13:22:49.413000000
{839EE3E3314649DAB1202FEF27132C6B},20171213 13:22:49.460000000
{BFE3D9C9C8A0439692529D1F54CAB702},20171213 13:22:49.520000000
{5C14BC71144541FEA0865C0D531546A3},20171213 13:22:49.570000000
{3B715CE27C41442CA7ED5EF873385FE2},20171213 13:22:49.617000000
{0149542726974993AC24B403FAFFC3CC},20171213 13:22:49.677000000
{6E7DDB83237644418AAB656BFA6DC3B7},20171213 13:22:49.723000000
{4D7105D028604364BFA78550965B9504},20171213 13:22:49.770000000
{24B7DE68DCA148CC87B9942A0F3A0C65},20171213 13:22:49.833000000
{093F211FFFAB44A1BAD01E656855188A},20171213 13:22:49.880000000
{DADC79D23C5643D78C2AD5EF1B573985},20171213 13:22:49.927000000
{5622A2D7D8BE419C8FF56A9408F30DDA},20171213 13:22:49.973000000
{4D33501F6A31450D8EEBBC0D6D63034D},20171213 13:22:50.037000000
{6F4CC7E5F6B944AE97201D60FF39F8B5},20171213 13:22:50.083000000
{0392418498EE4230A9012FBB884AF9DC},20171213 13:22:50.130000000
{9398C355523A4D28B05F6F7A49B51790},20171213 13:22:50.193000000
{EE353596256744A096AF88DE4B0327D2},20171213 13:22:50.240000000
{B852B080607A469CA8EB0171D88BE7A7},20171213 13:22:50.287000000
{86ED36A8B76F401E91A817BBAA759757},20171213 13:22:50.350000000
{290712F116BB478EAEFB4CC77309CF69},20171213 13:22:50.413000000
{05A245029B244055B778328DBB6383CA},20171213 13:22:50.537000000
{79ECB07582384B739E10DA94D33A341C},20171213 13:22:50.600000000
{0B7A848F64C54C97B01E1738D669D551},20171213 13:22:50.663000000
{942B7A4B374D477DBB27C88F9344AB77},20171213 13:22:50.710000000
{555003DF50C1439C8781D4439C2371C6},20171213 13:22:50.757000000
{AD88D73F818447AE83BBD8304B21D029},20171213 13:22:50.803000000
{692E761A97B446328908306A3E30DDF4},20171213 13:22:50.867000000
{97B63C8466DD46E388EF1AC2014BAD28},20171213 13:22:50.913000000
{0C50C013636C4D66A1EC9227D1518097},20171213 13:22:50.960000000
{C5C1B871A3B9495A95A6CEEC4F21D946},20171213 13:22:51.020000000
{E17BF4B1AACC4609BDFE890372CD1DBB},20171213 13:22:51.070000000
{5B8A33C2462647318F602DB84037AA8F},20171213 13:22:51.117000000
{1B356B28BBA148249366FBCE00271265},20171213 13:22:51.177000000
{123558C7C8D54A2186C46819A2355461},20171213 13:22:51.223000000
{5BFE5EAB791C469EA233AED708C73747},20171213 13:22:51.270000000
{D15FB6141DBC4287B9B31DB483E4CF16},20171213 13:22:51.333000000
{5877FE12E7D841649FA3830328276194},20171213 13:22:51.380000000
{678AED4ACD574829AEAB9AB80D2FA1C5},20171213 13:22:51.443000000
{74060E3E5E384F3DB966E2386B637E2A},20171213 13:22:51.490000000
{865381FCF7AB4E52B66157D27F9A894B},20171213 13:22:51.553000000
{AF61E52943B24D2184DE1FFE40E60CA0},20171213 13:22:51.600000000
